Bandpower + PCA + SVM,84.55%, 17/19,RH,"[0, 1, 1, 2, 3, 3, 5, 12, 13, 23, 30, 52, 57]","freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM,85.72%, 17/19,RH,"[0, 1, 1, 2, 3, 3, 5, 12, 13, 23, 30, 52, 57]","freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM,85.63%, 17/19,RH,"[0, 1, 1, 2, 3, 3, 5, 12, 13, 23, 30, 52, 57]","freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM,84.37%, 17/19,RH,"[0, 1, 1, 2, 3, 3, 5, 12, 13, 23, 30, 52, 57]","freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM,89.63%, 18/19,RH,"[0, 1, 1, 2, 3, 3, 5, 12, 13, 23, 30, 52, 57]","freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM,89.63%, 18/19,RH,"[0, 1, 1, 2, 3, 3, 5, 12, 13, 23, 30, 52, 57]","freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[0],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[1],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[2],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[3],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[4],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[5],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[6],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[7],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[8],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[9],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[10],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[11],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[12],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[13],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[14],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[15],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[16],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[17],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[18],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[19],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[20],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[21],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[22],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[23],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[24],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[25],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[26],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[27],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[28],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[29],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[30],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[31],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[32],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[33],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[34],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[35],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[36],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[37],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[38],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[39],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[40],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[41],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[42],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[43],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[44],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[45],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[46],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[47],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[48],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[49],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[50],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[51],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[52],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[53],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[54],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[55],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[56],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[57],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[58],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[59],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[60],"freq bands 4-8,8-13,13-30, nu=0.8585, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[0],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[1],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[2],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[3],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[4],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[5],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[6],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[7],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[8],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[9],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[10],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[11],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[12],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[13],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[14],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[15],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[16],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[17],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[18],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[19],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[20],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[21],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[22],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[23],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[24],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[25],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[26],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[27],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[28],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[29],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[30],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[31],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[32],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[33],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[34],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[35],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[36],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[37],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[38],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[39],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[40],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[41],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[42],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[43],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[44],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[45],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[46],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[47],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[48],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[49],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[50],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[51],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[52],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[53],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[54],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[55],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[56],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[57],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[58],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[59],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[60],"freq bands 4-8,8-13,13-30, nu=0.1, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[0],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[1],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[2],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[3],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[4],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[5],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[6],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[7],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[8],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[9],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[10],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[11],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[12],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[13],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[14],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[15],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[16],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[17],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[18],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[19],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[20],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[21],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[22],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[23],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[24],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[25],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[26],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[27],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[28],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[29],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[30],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[31],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[32],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[33],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[34],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[35],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[36],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[37],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[38],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[39],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[40],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[41],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[42],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[43],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[44],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[45],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[46],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[47],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[48],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[49],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[50],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[51],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[52],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[53],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[54],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[55],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[56],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[57],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[58],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[59],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[60],"freq bands 4-8,8-13,13-30, nu=0.3, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[0],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[1],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[2],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[3],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[4],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[5],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[6],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[7],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[8],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[9],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[10],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[11],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[12],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[13],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[14],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[15],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[16],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[17],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
Bandpower + PCA + SVM (rbf),52.63%, 10/19,RH,[18],"freq bands 4-8,8-13,13-30, nu=0.5, n_components=3"
